doc_id,doc2people_id,person_display_name,role,person_id
Echnebi_Defteri_168,PersonDocumentRelation0686,"Grillo, Ambrogio",Mentioned,Person_194
Echnebi_Defteri_189,PersonDocumentRelation0687,"Domenico, Giovanni",Addressee,Person_551
Echnebi_Defteri_190,PersonDocumentRelation0688,"Domenico, Giovanni",Mentioned,Person_551
Echnebi_Defteri_209,PersonDocumentRelation0689,"Domenico, Giovanni",Translator (Dragoman),Person_551
Echnebi_Defteri_210,PersonDocumentRelation0690,"Domenico, Giovanni",Mentioned,Person_551
Echnebi_Defteri_213,PersonDocumentRelation0691,Gianesin,Mentioned,Person_408
Echnebi_Defteri_219,PersonDocumentRelation0692,"Abdulkadir, Emir Ahmed",Mentioned,Person_428
Echnebi_Defteri_226,PersonDocumentRelation0693,"Borisi, Marc'antonio",Translator (Dragoman),Person_050
Echnebi_Defteri_227,PersonDocumentRelation0694,"Borisi, Marc'antonio",Mentioned,Person_050
Echnebi_Defteri_228,PersonDocumentRelation0695,Simon Kontarin,Mentioned,Person_489
Echnebi_Defteri_229,PersonDocumentRelation0696,Gianesin,Mentioned,Person_408
Echnebi_Defteri_230,PersonDocumentRelation0697,"Salvago, Gianesin ",Mentioned,Person_408
Echnebi_Defteri_234,PersonDocumentRelation0698,"Salvago, Gianesin (I)",Translator (Dragoman),Person_312
Echnebi_Defteri_235,PersonDocumentRelation0699,"Salvago, Gianesin (I)",Mentioned,Person_312
Echnebi_Defteri_236,PersonDocumentRelation0700,Gianesin,Mentioned,Person_408
Echnebi_Defteri_238,PersonDocumentRelation0701,"Borisi, Alessandra",Mentioned,Person_043
Echnebi_Defteri_238,PersonDocumentRelation0702,"Borisi, Marc'antonio",Mentioned,Person_050
Echnebi_Defteri_263,PersonDocumentRelation0703,"Brutti, Barnabà [Bernardo]",Mentioned,Person_065
Echnebi_Defteri_281,PersonDocumentRelation0704,"Salvago, Gianesin (I)",Translator (Dragoman),Person_312
Echnebi_Defteri_284,PersonDocumentRelation0705,"Cavaliere, Simone Contarini",Translator (Dragoman),Person_543
Echnebi_Defteri_285,PersonDocumentRelation0706,"Cavaliere, Simone Contarini",Mentioned,Person_543
Echnebi_Defteri_293,PersonDocumentRelation0707,"Borisi, Alessandra",Mentioned,Person_043
Echnebi_Defteri_39,PersonDocumentRelation0708,"Salvago, Giuliano",Translator (Dragoman),Person_316
Echnebi_Defteri_40,PersonDocumentRelation0709,Abdulkadir,Mentioned,Person_425
Echnebi_Defteri_59,PersonDocumentRelation0710,"Brutti, Christoforo (I)",Translator (Dragoman),Person_071
Italian_Sarah_Loose_in Progress_01,PersonDocumentRelation0711,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_02,PersonDocumentRelation0712,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_03,PersonDocumentRelation0713,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_04,PersonDocumentRelation0714,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_05,PersonDocumentRelation0715,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_06,PersonDocumentRelation0716,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_07,PersonDocumentRelation0717,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_08,PersonDocumentRelation0718,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_09,PersonDocumentRelation0719,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_10,PersonDocumentRelation0720,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_101,PersonDocumentRelation0721,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_103,PersonDocumentRelation0722,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_104,PersonDocumentRelation0723,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_11,PersonDocumentRelation0724,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_110,PersonDocumentRelation0725,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_111,PersonDocumentRelation0726,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_117,PersonDocumentRelation0727,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_118,PersonDocumentRelation0728,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_12,PersonDocumentRelation0729,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_121,PersonDocumentRelation0730,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_123,PersonDocumentRelation0731,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_124,PersonDocumentRelation0732,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_125,PersonDocumentRelation0733,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_126,PersonDocumentRelation0734,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_127,PersonDocumentRelation0735,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_129,PersonDocumentRelation0736,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_13,PersonDocumentRelation0737,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_130,PersonDocumentRelation0738,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_131,PersonDocumentRelation0739,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_132,PersonDocumentRelation0740,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_133,PersonDocumentRelation0741,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_134,PersonDocumentRelation0742,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_136,PersonDocumentRelation0743,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_137,PersonDocumentRelation0744,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_138,PersonDocumentRelation0745,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_139,PersonDocumentRelation0746,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_14,PersonDocumentRelation0747,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_140,PersonDocumentRelation0748,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_141,PersonDocumentRelation0749,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_142,PersonDocumentRelation0750,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_143,PersonDocumentRelation0751,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_144,PersonDocumentRelation0752,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_147,PersonDocumentRelation0753,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_148,PersonDocumentRelation0754,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_149,PersonDocumentRelation0755,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_15,PersonDocumentRelation0756,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_150,PersonDocumentRelation0757,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_151,PersonDocumentRelation0758,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_155,PersonDocumentRelation0759,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_156,PersonDocumentRelation0760,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_157,PersonDocumentRelation0761,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_158,PersonDocumentRelation0762,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_159,PersonDocumentRelation0763,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_16,PersonDocumentRelation0764,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_160,PersonDocumentRelation0765,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_161,PersonDocumentRelation0766,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_162,PersonDocumentRelation0767,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_163,PersonDocumentRelation0768,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_164,PersonDocumentRelation0769,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_165,PersonDocumentRelation0770,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_166,PersonDocumentRelation0771,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_167,PersonDocumentRelation0772,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_168,PersonDocumentRelation0773,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_169,PersonDocumentRelation0774,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_17,PersonDocumentRelation0775,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_170,PersonDocumentRelation0776,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_171,PersonDocumentRelation0777,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_172,PersonDocumentRelation0778,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_173,PersonDocumentRelation0779,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_178,PersonDocumentRelation0780,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_179,PersonDocumentRelation0781,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_18,PersonDocumentRelation0782,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_180,PersonDocumentRelation0783,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_181,PersonDocumentRelation0784,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_182,PersonDocumentRelation0785,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_183,PersonDocumentRelation0786,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_184,PersonDocumentRelation0787,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_185,PersonDocumentRelation0788,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_186,PersonDocumentRelation0789,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_187,PersonDocumentRelation0790,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_188,PersonDocumentRelation0791,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_189,PersonDocumentRelation0792,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_19,PersonDocumentRelation0793,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_190,PersonDocumentRelation0794,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_191,PersonDocumentRelation0795,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_192,PersonDocumentRelation0796,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_193,PersonDocumentRelation0797,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_194,PersonDocumentRelation0798,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_195,PersonDocumentRelation0799,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_196,PersonDocumentRelation0800,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_197,PersonDocumentRelation0801,"Brutti, Christoforo (I)",Translator,Person_071
Italian_Sarah_Loose_in Progress_198,PersonDocumentRelation0802,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_20,PersonDocumentRelation0803,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_21,PersonDocumentRelation0804,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_22,PersonDocumentRelation0805,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_23,PersonDocumentRelation0806,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_24,PersonDocumentRelation0807,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_25,PersonDocumentRelation0808,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_26,PersonDocumentRelation0809,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_27,PersonDocumentRelation0810,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_28,PersonDocumentRelation0811,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_29,PersonDocumentRelation0812,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_30,PersonDocumentRelation0813,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_31,PersonDocumentRelation0814,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_32,PersonDocumentRelation0815,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_33,PersonDocumentRelation0816,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_34,PersonDocumentRelation0817,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_35,PersonDocumentRelation0818,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_36,PersonDocumentRelation0819,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_37,PersonDocumentRelation0820,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_38,PersonDocumentRelation0821,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_39,PersonDocumentRelation0822,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_40,PersonDocumentRelation0823,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_41,PersonDocumentRelation0824,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_42,PersonDocumentRelation0825,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_43,PersonDocumentRelation0826,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_44,PersonDocumentRelation0827,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_45,PersonDocumentRelation0828,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_48,PersonDocumentRelation0829,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_49,PersonDocumentRelation0830,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_50,PersonDocumentRelation0831,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_51,PersonDocumentRelation0832,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_52,PersonDocumentRelation0833,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_53,PersonDocumentRelation0834,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_54,PersonDocumentRelation0835,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_55,PersonDocumentRelation0836,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_56,PersonDocumentRelation0837,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_57,PersonDocumentRelation0838,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_58,PersonDocumentRelation0839,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_60,PersonDocumentRelation0840,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_61,PersonDocumentRelation0841,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_62,PersonDocumentRelation0842,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_63,PersonDocumentRelation0843,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_64,PersonDocumentRelation0844,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_65,PersonDocumentRelation0845,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_66,PersonDocumentRelation0846,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_67,PersonDocumentRelation0847,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_68,PersonDocumentRelation0848,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_69,PersonDocumentRelation0849,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_70,PersonDocumentRelation0850,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_71,PersonDocumentRelation0851,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_72,PersonDocumentRelation0852,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_73,PersonDocumentRelation0853,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_75,PersonDocumentRelation0854,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_76,PersonDocumentRelation0855,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_77,PersonDocumentRelation0856,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_78,PersonDocumentRelation0857,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_79,PersonDocumentRelation0858,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_80,PersonDocumentRelation0859,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_81,PersonDocumentRelation0860,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_82,PersonDocumentRelation0861,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_83,PersonDocumentRelation0862,"Brutti, Bartolomeo (I)",Translator,Person_066
Italian_Sarah_Loose_in Progress_84,PersonDocumentRelation0863,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_85,PersonDocumentRelation0864,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_86,PersonDocumentRelation0865,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_87,PersonDocumentRelation0866,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_88,PersonDocumentRelation0867,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_89,PersonDocumentRelation0868,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_90,PersonDocumentRelation0869,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_91,PersonDocumentRelation0870,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_92,PersonDocumentRelation0871,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_93,PersonDocumentRelation0872,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_94,PersonDocumentRelation0873,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_95,PersonDocumentRelation0874,"Borisi, Marc'antonio",Translator,Person_050
Italian_Sarah_Loose_in Progress_96,PersonDocumentRelation0875,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_98,PersonDocumentRelation0876,"Brutti, Barnabà [Bernardo]",Translator,Person_065
Italian_Sarah_Loose_in Progress_99,PersonDocumentRelation0877,"Brutti, Barnabà [Bernardo]",Translator,Person_065